Time,SM1_5cm Vol %,RDP1_5cm,ST1_5cm deg C,SM2_15cm Vol %,RDP2_15cm,ST2_15cm deg C,SM3_50cm Vol %,RDP3_50cm,ST3_50cm deg C,HFP01_W/m2,HFP02_W/m2,System Voltage,System Temp,Modem Signal
26-Feb-25 9:00:00,16.000,9.650,26.200,20.200,12.190,27.500,19.600,11.809,27.200,-3.478,-11.531,13.773,24.700,80.000
26-Feb-25 9:15:00,16.200,9.771,26.200,20.200,12.188,27.500,19.300,11.663,27.200,0.000,-6.589,13.780,25.700,
26-Feb-25 9:30:00,15.700,9.503,26.200,20.200,12.188,27.200,19.300,11.663,27.200,5.218,-1.647,13.773,26.500,
26-Feb-25 9:45:00,16.200,9.771,26.200,20.200,12.186,27.200,19.900,12.043,27.200,12.176,3.295,14.310,27.300,
26-Feb-25 10:00:00,15.700,9.503,26.200,20.200,12.186,27.200,19.600,11.809,27.500,13.915,8.237,13.820,28.000,80.000
26-Feb-25 10:15:00,15.700,9.498,26.200,20.200,12.186,27.200,19.300,11.663,27.200,15.655,13.179,13.820,28.500,
26-Feb-25 10:30:00,16.000,9.671,26.200,19.700,11.928,27.200,19.300,11.663,27.200,15.655,14.827,14.330,29.000,
26-Feb-25 10:45:00,16.000,9.672,26.400,20.300,12.307,26.900,19.300,11.663,27.200,15.655,18.121,13.807,29.500,
26-Feb-25 11:00:00,16.000,9.673,26.400,20.300,12.309,27.200,19.300,11.663,27.200,22.612,21.416,13.840,29.800,80.000
26-Feb-25 11:15:00,15.800,9.571,26.400,20.300,12.309,26.900,19.300,11.663,27.200,31.309,28.006,14.109,31.300,77.000
26-Feb-25 11:30:00,15.800,9.572,26.700,19.800,11.962,26.900,19.300,11.663,27.500,40.006,36.243,13.840,31.300,80.000
26-Feb-25 11:45:00,16.300,9.843,26.700,19.800,11.994,26.900,19.600,11.809,27.200,48.703,44.480,13.847,31.300,83.000
26-Feb-25 12:00:00,16.100,9.725,26.900,19.500,11.771,26.900,19.600,11.809,27.200,55.661,51.069,13.847,31.300,83.000
26-Feb-25 12:15:00,16.100,9.753,26.900,20.100,12.183,26.900,19.200,11.602,27.200,62.618,56.012,13.847,31.000,80.000
26-Feb-25 12:30:00,16.400,9.896,27.200,18.300,11.059,26.700,19.300,11.663,27.200,67.837,60.954,13.854,31.000,83.000
26-Feb-25 12:45:00,15.300,9.286,27.200,18.500,11.149,26.900,19.300,11.663,27.200,71.315,64.249,13.867,31.000,80.000
26-Feb-25 13:00:00,16.300,9.822,27.800,18.700,11.290,26.900,19.600,11.809,27.200,74.794,69.191,13.874,31.000,83.000
26-Feb-25 13:15:00,16.600,9.992,28.000,19.400,11.738,27.200,19.600,11.809,27.200,76.534,72.486,14.653,30.300,
26-Feb-25 13:30:00,16.400,9.894,28.300,18.900,11.412,27.200,19.300,11.663,27.200,78.273,74.133,13.860,30.000,
26-Feb-25 13:45:00,16.400,9.898,28.600,20.200,12.188,27.200,19.300,11.663,27.200,80.012,77.428,13.860,30.300,
26-Feb-25 14:00:00,16.700,10.070,28.900,20.500,12.404,27.200,19.300,11.633,27.200,80.012,79.075,13.961,30.300,80.000
26-Feb-25 14:15:00,16.500,9.972,29.200,18.600,11.243,27.200,19.300,11.633,27.200,78.273,80.723,13.901,30.500,
26-Feb-25 14:30:00,16.300,9.871,28.600,20.000,12.064,27.500,19.600,11.809,27.200,76.534,80.723,13.827,30.800,
26-Feb-25 14:45:00,16.300,9.854,29.800,20.000,12.066,27.500,19.900,12.013,27.200,74.794,80.723,13.813,31.000,
26-Feb-25 15:00:00,16.700,10.050,30.100,20.300,12.292,27.800,19.600,11.809,27.200,73.055,80.723,13.807,31.500,74.000
26-Feb-25 15:15:00,17.300,10.423,30.100,20.300,12.294,27.800,19.600,11.809,27.200,69.576,79.075,13.780,31.500,
26-Feb-25 15:30:00,17.000,10.228,30.400,19.500,11.744,27.800,19.300,11.633,27.200,64.358,75.780,13.800,31.800,
26-Feb-25 15:45:00,16.800,10.128,30.700,20.100,12.138,28.000,19.900,12.013,27.200,59.140,72.486,13.813,32.500,
26-Feb-25 16:00:00,16.600,10.005,31.100,20.100,12.171,28.000,19.600,11.809,27.200,53.921,69.191,13.827,32.500,70.000
26-Feb-25 16:15:00,16.700,10.087,31.100,20.100,12.175,28.300,19.600,11.809,27.200,48.703,65.896,13.807,33.000,
26-Feb-25 16:30:00,17.100,10.308,31.400,20.100,12.175,28.300,19.600,11.809,27.200,43.485,62.601,14.001,32.800,
26-Feb-25 16:45:00,17.100,10.311,31.400,19.900,12.046,28.600,19.600,11.809,27.200,38.267,57.659,14.330,32.300,
26-Feb-25 17:00:00,17.100,10.311,31.400,20.500,12.405,28.600,19.900,12.013,27.200,33.049,52.717,14.257,32.000,77.000
26-Feb-25 17:15:00,16.700,10.055,31.700,20.500,12.407,28.600,19.600,11.809,27.200,27.830,47.775,14.015,31.500,
26-Feb-25 17:30:00,16.900,10.210,31.700,20.500,12.409,28.900,19.600,11.809,27.200,24.352,41.185,13.827,31.000,
26-Feb-25 17:45:00,16.700,10.057,31.700,20.300,12.282,28.900,19.600,11.809,27.200,19.133,36.243,13.807,29.800,
26-Feb-25 18:00:00,17.100,10.314,31.700,20.300,12.284,28.900,19.600,11.809,27.200,15.655,29.653,13.927,28.800,74.000
26-Feb-25 18:15:00,17.100,10.314,31.700,20.300,12.286,29.200,19.600,11.809,27.200,12.176,24.711,13.719,28.000,
26-Feb-25 18:30:00,17.100,10.312,31.700,20.300,12.286,29.200,19.600,11.809,27.200,8.697,18.121,13.417,26.500,
26-Feb-25 18:45:00,16.600,10.035,31.700,20.300,12.291,29.200,19.600,11.809,27.200,5.218,13.179,13.142,25.500,
