Time,SM1_5cm Vol %,RDP1_5cm,ST1_5cm deg C,SM2_15cm Vol %,RDP2_15cm,ST2_15cm deg C,SM3_50cm Vol %,RDP3_50cm,ST3_50cm deg C,HFP01_W/m2,HFP02_W/m2,System Voltage,System Temp,Modem Signal
24-Feb-25 9:00:00,15.900,9.640,25.400,20.300,12.274,26.900,19.700,11.897,26.900,-6.957,-13.179,13.800,25.000,80.000
24-Feb-25 9:15:00,15.900,9.639,25.400,20.000,12.081,26.900,19.700,11.895,26.900,0.000,-8.237,13.793,26.200,
24-Feb-25 9:30:00,16.400,9.890,25.400,20.000,12.079,26.700,19.900,12.039,26.900,5.218,-1.647,13.780,27.300,
24-Feb-25 9:45:00,16.200,9.788,25.400,20.200,12.211,26.900,19.700,11.897,26.900,12.176,3.295,14.277,28.300,
24-Feb-25 10:00:00,15.900,9.640,25.400,20.000,12.077,26.700,19.600,11.866,26.900,12.176,8.237,13.847,29.000,83.000
24-Feb-25 10:15:00,15.900,9.640,25.400,20.200,12.205,26.700,19.700,11.897,26.900,12.176,11.532,13.827,29.300,
24-Feb-25 10:30:00,16.200,9.790,25.400,18.900,11.398,26.400,20.000,12.069,26.900,13.915,13.179,13.840,30.000,
24-Feb-25 10:45:00,16.700,10.058,25.600,20.500,12.392,26.700,19.700,11.897,26.900,13.915,18.121,13.813,30.300,
24-Feb-25 11:00:00,16.500,9.960,25.600,20.400,12.330,26.700,19.700,11.895,26.900,20.873,24.711,13.840,30.500,80.000
24-Feb-25 11:15:00,16.500,9.962,25.600,20.200,12.204,26.700,19.900,12.039,26.900,31.309,31.301,13.840,31.800,83.000
24-Feb-25 11:30:00,16.500,9.963,25.900,19.300,11.625,26.400,18.800,11.349,26.900,40.006,37.890,13.827,31.800,77.000
24-Feb-25 11:45:00,16.300,9.862,25.900,19.500,11.759,26.400,19.600,11.866,26.900,48.703,44.480,13.847,31.800,77.000
24-Feb-25 12:00:00,16.400,9.885,26.200,20.200,12.204,26.400,19.900,12.007,26.900,57.400,51.069,13.847,31.800,77.000
24-Feb-25 12:15:00,16.400,9.888,26.400,18.900,11.396,26.400,19.700,11.897,26.900,62.618,54.364,14.337,31.500,83.000
24-Feb-25 12:30:00,16.700,10.059,26.700,19.900,12.013,26.400,19.700,11.897,26.900,67.837,59.306,13.854,31.300,77.000
24-Feb-25 12:45:00,16.700,10.062,26.900,19.800,11.983,26.400,19.600,11.866,26.900,73.055,64.249,13.874,31.300,83.000
24-Feb-25 13:00:00,16.300,9.817,26.900,19.000,11.442,26.200,19.600,11.834,26.900,74.794,67.543,13.847,31.500,83.000
24-Feb-25 13:15:00,16.000,9.644,27.200,20.500,12.394,26.700,19.900,12.039,26.900,76.534,70.838,13.867,30.300,
24-Feb-25 13:30:00,16.800,10.141,27.500,19.900,12.016,26.700,19.600,11.864,26.900,78.273,72.486,13.860,30.000,
24-Feb-25 13:45:00,16.600,10.040,27.800,19.900,12.049,26.700,19.900,12.038,26.900,78.273,75.780,13.867,30.000,
24-Feb-25 14:00:00,16.500,9.940,28.000,20.000,12.081,26.700,19.900,12.039,26.900,78.273,77.428,13.860,30.000,77.000
24-Feb-25 14:15:00,16.800,10.117,28.300,20.000,12.083,26.900,19.700,11.897,26.900,78.273,79.075,13.854,30.300,
24-Feb-25 14:30:00,16.800,10.121,28.600,20.000,12.115,26.700,19.600,11.864,26.900,76.534,79.075,13.867,30.500,
24-Feb-25 14:45:00,16.600,10.019,28.900,19.800,11.954,26.900,19.900,12.039,26.900,74.794,79.075,13.927,30.500,
24-Feb-25 15:00:00,16.900,10.197,29.200,20.300,12.311,27.200,19.900,12.038,26.900,71.315,77.428,13.820,31.000,77.000
24-Feb-25 15:15:00,16.900,10.201,29.500,20.300,12.313,27.200,19.900,12.038,26.900,67.837,75.780,13.813,31.300,
24-Feb-25 15:30:00,16.700,10.077,29.800,20.400,12.315,27.500,19.900,12.007,26.900,64.358,74.133,13.793,31.800,
24-Feb-25 15:45:00,17.800,10.722,29.800,20.500,12.381,27.500,19.900,12.038,26.900,59.140,70.838,13.786,32.300,
24-Feb-25 16:00:00,17.000,10.279,30.100,20.500,12.383,27.500,19.600,11.864,26.900,53.921,69.191,13.793,32.500,74.000
24-Feb-25 16:15:00,17.100,10.282,30.400,20.500,12.385,27.800,19.900,12.038,26.900,48.703,64.249,14.082,33.000,
24-Feb-25 16:30:00,16.900,10.177,30.400,20.300,12.259,27.800,19.900,12.038,26.900,43.485,60.954,13.827,32.800,
24-Feb-25 16:45:00,16.900,10.180,30.700,20.300,12.261,28.000,19.900,12.038,26.900,38.267,57.659,13.800,33.000,
24-Feb-25 17:00:00,16.900,10.182,30.700,20.300,12.263,28.000,19.900,12.038,26.900,33.049,52.717,13.807,32.800,77.000
24-Feb-25 17:15:00,16.900,10.182,30.700,20.800,12.617,28.000,19.900,12.038,26.900,27.830,49.422,13.800,32.300,
24-Feb-25 17:30:00,17.400,10.464,31.100,20.600,12.493,28.300,19.900,12.038,26.900,22.612,42.832,13.813,31.500,
24-Feb-25 17:45:00,16.900,10.183,30.700,20.600,12.495,28.300,19.900,12.038,26.900,19.133,36.243,13.800,30.800,
24-Feb-25 18:00:00,16.900,10.183,31.100,20.600,12.497,28.300,19.900,12.038,26.900,15.655,31.301,13.934,29.800,77.000
24-Feb-25 18:15:00,17.400,10.464,31.100,20.600,12.499,28.600,19.900,12.038,26.900,10.436,24.711,13.780,28.500,
24-Feb-25 18:30:00,16.900,10.183,30.700,20.600,12.501,28.600,19.900,12.038,26.900,6.958,18.121,13.457,27.300,
24-Feb-25 18:45:00,16.900,10.182,30.700,20.400,12.373,28.600,19.900,12.038,26.900,3.479,13.179,13.169,25.700,
24-Feb-25 19:00:00,16.900,10.182,30.700,20.400,12.373,28.600,19.900,12.038,26.900,0.000,8.237,12.960,24.700,77.000
24-Feb-25 19:15:00,17.100,10.285,30.700,20.400,12.375,28.900,19.900,12.038,26.900,-1.739,3.295,12.853,24.000,
24-Feb-25 19:30:00,17.100,10.285,30.400,20.400,12.375,28.900,19.900,12.038,26.900,-3.478,0.000,12.819,22.700,
24-Feb-25 19:45:00,17.100,10.282,30.400,20.400,12.378,28.900,19.900,12.038,26.900,-6.957,-3.294,12.813,22.200,
24-Feb-25 20:00:00,16.800,10.107,30.400,20.400,12.378,28.900,19.900,12.038,26.900,-8.697,-6.589,12.813,22.000,87.000
24-Feb-25 20:15:00,16.700,10.104,30.100,20.400,12.378,28.900,19.900,12.038,26.900,-8.697,-8.237,12.813,21.200,
24-Feb-25 20:30:00,16.900,10.208,30.100,20.400,12.378,28.900,19.900,12.038,26.900,-10.436,-9.884,12.813,20.700,
24-Feb-25 20:45:00,16.900,10.207,30.100,20.400,12.378,28.900,19.900,12.038,26.900,-12.175,-11.531,12.806,20.000,
24-Feb-25 21:00:00,16.900,10.205,29.800,20.400,12.378,28.900,19.900,12.038,26.900,-12.175,-13.179,12.799,19.700,87.000
24-Feb-25 21:15:00,17.100,10.306,29.800,20.400,12.378,28.900,19.900,12.038,26.900,-13.915,-13.179,12.799,19.500,
24-Feb-25 21:30:00,16.600,10.027,29.800,20.400,12.378,28.900,19.900,12.038,26.900,-13.915,-14.826,12.799,19.000,
24-Feb-25 21:45:00,16.800,10.131,29.500,20.400,12.378,28.900,19.900,12.038,26.900,-15.654,-16.474,12.793,18.700,
24-Feb-25 22:00:00,16.800,10.130,29.500,20.400,12.378,28.900,19.900,12.038,26.900,-15.654,-16.474,12.786,18.700,80.000
24-Feb-25 22:15:00,16.800,10.128,29.200,20.400,12.378,28.900,19.900,12.038,26.900,-15.654,-16.474,12.779,19.000,
24-Feb-25 22:30:00,17.000,10.230,29.200,20.400,12.375,28.900,19.900,12.038,26.900,-15.654,-16.474,12.779,19.000,
24-Feb-25 22:45:00,17.000,10.227,29.200,20.400,12.375,28.900,19.900,12.038,26.900,-15.654,-16.474,12.772,19.200,
24-Feb-25 23:00:00,16.700,10.055,28.900,20.600,12.505,28.900,19.900,12.038,26.900,-15.654,-16.474,12.766,19.200,87.000
24-Feb-25 23:15:00,16.700,10.054,28.900,20.600,12.503,28.900,19.900,12.038,26.900,-15.654,-16.474,12.759,19.000,
24-Feb-25 23:30:00,16.700,10.052,28.600,20.600,12.503,28.900,19.900,12.038,26.900,-15.654,-16.474,12.766,19.000,
24-Feb-25 23:45:00,16.700,10.051,28.600,20.600,12.503,28.900,19.900,12.038,26.900,-15.654,-16.474,12.752,18.700,
25-Feb-25 0:00:00,16.800,10.153,28.600,20.600,12.501,28.600,19.900,12.038,26.900,-15.654,-18.121,12.752,18.200,80.000
25-Feb-25 0:15:00,16.800,10.151,28.300,20.600,12.501,28.600,19.900,12.038,26.900,-15.654,-18.121,12.752,18.200,
