Time,SM1_5cm Vol %,RDP1_5cm,ST1_5cm deg C,SM2_15cm Vol %,RDP2_15cm,ST2_15cm deg C,SM3_50cm Vol %,RDP3_50cm,ST3_50cm deg C,HFP01_W/m2,HFP02_W/m2,System Voltage,System Temp,Modem Signal
2-Mar-25 9:00:00,15.500,9.398,27.500,19.700,11.900,28.300,19.500,11.793,27.800,-1.739,-6.589,13.760,23.700,80.000
2-Mar-25 9:15:00,15.500,9.398,27.500,19.700,11.898,28.300,19.500,11.793,27.800,1.739,-1.647,14.183,25.000,
2-Mar-25 9:30:00,15.500,9.398,27.500,19.400,11.737,28.300,20.100,12.165,27.800,6.958,3.295,13.813,26.200,
2-Mar-25 9:45:00,15.500,9.398,27.500,19.700,11.898,28.300,19.800,11.965,27.800,12.176,6.590,13.773,27.000,
2-Mar-25 10:00:00,15.500,9.400,27.500,19.700,11.896,28.300,19.500,11.793,27.800,15.655,11.532,13.840,28.500,77.000
2-Mar-25 10:15:00,15.500,9.400,27.500,19.700,11.896,28.300,20.100,12.165,27.800,20.873,16.474,13.813,29.500,
2-Mar-25 10:30:00,15.500,9.401,27.800,19.700,11.896,28.300,19.500,11.793,27.800,22.612,21.416,13.820,29.800,
2-Mar-25 10:45:00,15.800,9.564,27.800,19.700,11.896,28.300,19.500,11.793,27.800,24.352,23.064,14.317,29.500,
2-Mar-25 11:00:00,15.800,9.566,28.000,19.700,11.894,28.000,19.500,11.793,27.800,26.091,24.711,14.001,29.800,77.000
2-Mar-25 11:15:00,15.800,9.566,27.800,19.200,11.599,28.000,20.100,12.165,27.800,31.309,28.006,13.901,31.000,80.000
2-Mar-25 11:30:00,15.300,9.303,28.000,19.900,12.021,28.000,19.500,11.793,27.800,36.527,34.595,13.854,31.500,80.000
2-Mar-25 11:45:00,15.600,9.470,28.000,19.700,11.894,28.300,19.500,11.793,27.800,43.485,41.185,13.847,31.800,83.000
2-Mar-25 12:00:00,15.600,9.471,28.300,19.700,11.894,28.000,20.100,12.165,27.800,50.443,46.127,13.833,31.800,77.000
2-Mar-25 12:15:00,15.900,9.637,28.600,18.700,11.253,28.000,19.500,11.793,27.800,53.921,51.069,13.833,32.000,83.000
2-Mar-25 12:30:00,15.900,9.619,28.600,18.500,11.136,28.000,19.500,11.793,27.800,60.879,56.012,13.820,32.300,77.000
2-Mar-25 12:45:00,15.800,9.541,28.900,19.700,11.896,28.300,20.100,12.165,27.800,66.097,60.954,13.813,33.000,80.000
2-Mar-25 13:00:00,15.800,9.544,29.200,19.700,11.898,28.600,20.100,12.165,27.800,67.837,65.896,13.840,32.300,83.000
2-Mar-25 13:15:00,16.100,9.711,29.200,20.000,12.087,28.300,19.500,11.793,27.800,64.358,64.249,13.807,31.300,
2-Mar-25 13:30:00,15.900,9.613,29.500,20.000,12.087,28.300,19.500,11.793,27.800,57.400,60.954,13.827,30.800,
2-Mar-25 13:45:00,15.900,9.616,29.800,19.800,11.961,28.300,19.500,11.793,27.800,48.703,54.364,13.827,30.500,
2-Mar-25 14:00:00,15.900,9.600,30.100,19.800,11.963,28.600,20.100,12.165,27.800,45.224,49.422,13.827,30.500,80.000
2-Mar-25 14:15:00,15.700,9.498,30.100,19.400,11.712,28.300,19.500,11.761,27.800,46.964,49.422,13.833,31.800,
2-Mar-25 14:30:00,16.000,9.688,30.400,19.100,11.517,28.600,19.800,11.965,27.800,53.921,56.012,13.887,32.800,
2-Mar-25 14:45:00,16.000,9.669,30.400,19.800,11.967,28.600,19.500,11.793,27.800,59.140,62.601,13.793,34.000,
2-Mar-25 15:00:00,15.800,9.543,30.700,19.500,11.775,28.900,19.800,11.965,27.800,62.618,67.543,13.800,34.300,70.000
2-Mar-25 15:15:00,16.100,9.714,31.100,19.800,11.969,28.900,19.500,11.793,27.800,60.879,70.838,13.800,34.500,
2-Mar-25 15:30:00,15.900,9.594,31.100,20.200,12.192,28.900,19.500,11.793,27.800,57.400,69.191,13.800,34.000,
2-Mar-25 15:45:00,16.200,9.763,31.400,19.900,12.003,28.900,19.500,11.793,27.800,52.182,64.249,14.055,34.000,
2-Mar-25 16:00:00,16.400,9.888,31.400,20.200,12.196,29.200,19.500,11.793,27.800,48.703,60.954,13.786,33.500,80.000
2-Mar-25 16:15:00,16.200,9.789,31.700,20.200,12.198,29.200,19.500,11.793,27.800,43.485,54.364,13.786,32.800,
2-Mar-25 16:30:00,16.200,9.790,31.700,20.000,12.072,29.200,20.100,12.165,27.800,38.267,49.422,13.854,31.800,
2-Mar-25 16:45:00,16.200,9.792,31.700,20.500,12.421,29.500,19.500,11.793,27.800,33.049,42.832,13.793,30.800,
2-Mar-25 17:00:00,16.200,9.792,32.100,20.000,12.074,29.500,19.500,11.793,27.800,27.830,37.890,14.089,30.300,67.000
2-Mar-25 17:15:00,16.200,9.793,32.100,20.500,12.424,29.500,19.500,11.793,27.800,24.352,34.595,13.807,30.300,
2-Mar-25 17:30:00,16.200,9.793,32.100,20.300,12.300,29.800,19.500,11.793,27.800,22.612,31.301,13.907,30.300,
2-Mar-25 17:45:00,16.200,9.793,32.100,20.300,12.303,29.800,19.500,11.793,27.800,19.133,28.006,13.800,29.300,
2-Mar-25 18:00:00,16.200,9.793,32.100,20.300,12.303,29.800,19.500,11.793,27.800,15.655,24.711,13.625,28.300,74.000
2-Mar-25 18:15:00,16.200,9.793,32.100,20.300,12.305,29.800,19.500,11.793,27.800,12.176,19.769,13.343,27.500,
2-Mar-25 18:30:00,16.200,9.793,32.100,20.300,12.307,29.800,19.500,11.793,27.800,10.436,16.474,13.135,26.700,
2-Mar-25 18:45:00,15.700,9.517,32.100,20.300,12.307,30.100,19.500,11.793,27.800,6.958,11.532,12.940,26.000,
2-Mar-25 19:00:00,15.900,9.623,31.700,20.300,12.309,30.100,19.500,11.793,27.800,3.479,8.237,12.846,25.000,74.000
2-Mar-25 19:15:00,15.900,9.622,31.700,20.300,12.309,30.100,19.500,11.793,27.800,1.739,4.942,12.813,24.500,
2-Mar-25 19:30:00,16.200,9.769,31.700,20.100,12.182,30.100,19.500,11.793,27.800,0.000,3.295,12.806,23.700,
2-Mar-25 19:45:00,15.900,9.620,31.700,20.100,12.182,30.100,20.100,12.165,27.800,-1.739,0.000,12.806,23.000,
2-Mar-25 20:00:00,16.100,9.723,31.700,20.100,12.182,30.100,19.500,11.793,27.800,-3.478,-1.647,12.806,22.500,87.000
2-Mar-25 20:15:00,16.300,9.868,31.400,20.100,12.182,30.100,19.500,11.793,27.800,-5.218,-3.294,12.806,22.000,
2-Mar-25 20:30:00,16.300,9.867,31.400,20.100,12.182,30.100,19.500,11.793,27.800,-5.218,-4.942,12.799,22.000,
2-Mar-25 20:45:00,16.000,9.699,31.400,20.100,12.185,30.100,19.500,11.793,27.800,-6.957,-4.942,12.799,21.700,
2-Mar-25 21:00:00,16.000,9.698,31.100,20.100,12.185,30.100,19.500,11.793,27.800,-6.957,-6.589,12.793,21.500,83.000
2-Mar-25 21:15:00,16.000,9.696,31.100,20.100,12.185,30.100,19.500,11.793,27.800,-6.957,-6.589,12.786,21.000,
2-Mar-25 21:30:00,16.200,9.796,31.100,20.300,12.311,30.100,19.500,11.793,27.800,-6.957,-6.589,12.786,21.200,
2-Mar-25 21:45:00,16.200,9.795,30.700,20.300,12.311,30.100,19.500,11.793,27.800,-6.957,-8.237,12.779,20.700,
2-Mar-25 22:00:00,16.200,9.793,30.700,20.300,12.311,30.100,19.500,11.793,27.800,-8.697,-8.237,12.772,20.200,80.000
2-Mar-25 22:15:00,15.700,9.525,30.700,20.300,12.311,30.100,19.500,11.793,27.800,-8.697,-8.237,12.772,20.700,
2-Mar-25 22:30:00,15.900,9.625,30.400,20.300,12.311,30.100,19.500,11.793,27.800,-8.697,-9.884,12.766,20.000,
2-Mar-25 22:45:00,15.900,9.625,30.400,20.300,12.311,30.100,19.500,11.793,27.800,-10.436,-9.884,12.759,19.700,
2-Mar-25 23:00:00,15.900,9.624,30.400,20.300,12.309,30.100,19.500,11.793,27.800,-10.436,-11.531,12.759,19.200,77.000
2-Mar-25 23:15:00,16.100,9.724,30.400,20.300,12.309,30.100,19.500,11.793,27.800,-10.436,-11.531,12.752,19.200,
2-Mar-25 23:30:00,16.100,9.722,30.100,20.300,12.309,30.100,19.500,11.793,27.800,-12.175,-13.179,12.746,18.200,
2-Mar-25 23:45:00,16.100,9.722,30.100,20.300,12.307,30.100,19.500,11.793,27.800,-12.175,-13.179,12.739,18.000,
3-Mar-25 0:00:00,15.600,9.452,30.100,20.500,12.432,30.100,19.500,11.793,27.800,-13.915,-14.826,12.739,17.700,83.000
3-Mar-25 0:15:00,15.800,9.555,30.100,20.000,12.085,30.100,19.500,11.793,27.800,-13.915,-14.826,12.725,17.700,
3-Mar-25 0:30:00,15.800,9.554,30.100,20.000,12.085,30.100,20.100,12.165,27.800,-13.915,-14.826,12.725,17.700,
3-Mar-25 0:45:00,15.800,9.553,29.800,20.000,12.082,29.800,19.500,11.793,27.800,-13.915,-14.826,12.719,17.700,
3-Mar-25 1:00:00,15.800,9.551,29.800,20.000,12.082,29.800,19.500,11.793,27.800,-13.915,-14.826,12.712,17.500,70.000
3-Mar-25 1:15:00,16.000,9.651,29.500,20.000,12.082,29.800,19.200,11.586,27.800,-13.915,-14.826,12.712,17.700,
3-Mar-25 1:30:00,16.000,9.651,29.500,20.000,12.080,29.800,19.500,11.793,27.800,-13.915,-14.826,12.705,17.500,
3-Mar-25 1:45:00,16.000,9.649,29.500,20.000,12.080,29.800,19.500,11.793,27.800,-13.915,-14.826,12.705,17.500,
3-Mar-25 2:00:00,15.500,9.382,29.500,20.000,12.078,29.800,19.500,11.793,27.800,-13.915,-14.826,12.705,17.500,80.000
3-Mar-25 2:15:00,15.500,9.381,29.500,20.000,12.078,29.800,19.500,11.793,27.800,-13.915,-14.826,12.699,17.500,
3-Mar-25 2:30:00,15.700,9.482,29.200,20.200,12.207,29.800,19.500,11.795,27.800,-13.915,-14.826,12.692,17.500,
3-Mar-25 2:45:00,15.700,9.482,29.200,19.600,11.852,29.500,19.500,11.795,27.800,-13.915,-14.826,12.685,17.200,
3-Mar-25 3:00:00,15.700,9.481,29.200,20.200,12.204,29.500,19.500,11.795,27.800,-13.915,-14.826,12.685,17.000,70.000
3-Mar-25 3:15:00,15.700,9.480,29.200,20.200,12.204,29.500,19.500,11.795,27.800,-13.915,-14.826,12.678,16.700,
3-Mar-25 3:30:00,15.700,9.480,28.900,19.600,11.850,29.500,19.500,11.795,27.800,-13.915,-14.826,12.678,17.000,
3-Mar-25 3:45:00,15.800,9.579,28.900,19.600,11.850,29.500,19.500,11.795,27.800,-13.915,-14.826,12.665,17.000,
3-Mar-25 4:00:00,15.800,9.577,28.900,20.200,12.200,29.500,19.500,11.795,27.800,-13.915,-14.826,12.665,17.000,70.000
3-Mar-25 4:15:00,15.800,9.577,28.900,19.800,11.980,29.200,19.500,11.795,27.800,-13.915,-14.826,12.658,16.700,
3-Mar-25 4:30:00,15.800,9.576,28.900,19.800,11.980,29.200,19.500,11.795,28.000,-13.915,-14.826,12.658,16.700,
3-Mar-25 4:45:00,15.400,9.311,28.600,19.800,11.977,29.200,19.500,11.795,28.000,-13.915,-14.826,12.652,16.500,
3-Mar-25 5:00:00,15.500,9.413,28.600,19.800,11.977,29.200,19.500,11.795,27.800,-13.915,-14.826,12.645,16.500,70.000
3-Mar-25 5:15:00,15.500,9.412,28.600,19.800,11.977,29.200,19.500,11.795,27.800,-13.915,-14.826,12.645,16.700,
3-Mar-25 5:30:00,15.500,9.412,28.600,19.800,11.975,29.200,19.500,11.795,28.000,-12.175,-14.826,12.638,16.700,
3-Mar-25 5:45:00,15.500,9.410,28.300,19.800,11.975,29.200,19.500,11.795,28.000,-12.175,-14.826,12.631,16.700,
3-Mar-25 6:00:00,15.500,9.410,28.300,19.800,11.973,29.200,19.500,11.795,28.000,-13.915,-14.826,12.631,16.200,74.000
3-Mar-25 6:15:00,15.500,9.409,28.300,19.800,11.973,28.900,19.500,11.795,28.000,-13.915,-14.826,12.625,15.700,
3-Mar-25 6:30:00,15.700,9.509,28.300,19.800,11.971,28.900,19.500,11.795,28.000,-15.654,-16.474,12.625,15.400,
3-Mar-25 6:45:00,15.700,9.508,28.300,19.800,11.971,28.900,19.500,11.795,28.000,-15.654,-16.474,12.611,14.900,
