Time,SM1_5cm Vol %,RDP1_5cm,ST1_5cm deg C,SM2_15cm Vol %,RDP2_15cm,ST2_15cm deg C,SM3_50cm Vol %,RDP3_50cm,ST3_50cm deg C,HFP01_W/m2,HFP02_W/m2,System Voltage,System Temp,Modem Signal
4-Mar-25 9:00:00,15.700,9.515,27.500,19.500,11.780,28.600,19.800,11.941,28.000,-6.957,-9.884,13.800,20.700,87.000
4-Mar-25 9:15:00,15.400,9.356,27.500,19.500,11.780,28.300,19.500,11.798,28.000,-1.739,-4.942,13.840,24.700,
4-Mar-25 9:30:00,15.300,9.257,27.500,19.500,11.780,28.300,19.800,11.939,28.000,5.218,0.000,13.766,27.000,
4-Mar-25 9:45:00,15.300,9.257,27.500,19.500,11.778,28.300,19.800,11.941,28.000,12.176,6.590,14.492,29.000,
4-Mar-25 10:00:00,15.400,9.358,27.500,19.500,11.778,28.300,19.500,11.798,28.000,15.655,11.532,13.786,30.500,70.000
4-Mar-25 10:15:00,15.700,9.516,27.500,19.500,11.776,28.300,19.800,11.941,28.000,22.612,18.121,13.813,31.500,
4-Mar-25 10:30:00,15.700,9.517,27.500,19.500,11.747,28.300,19.800,11.939,28.000,24.352,23.064,13.833,31.000,
4-Mar-25 10:45:00,15.600,9.421,27.800,19.500,11.776,28.300,19.800,11.941,28.000,24.352,24.711,13.813,31.500,
4-Mar-25 11:00:00,15.600,9.423,27.800,19.500,11.776,28.300,19.800,11.941,28.000,26.091,26.358,13.820,32.000,74.000
4-Mar-25 11:15:00,15.600,9.424,27.800,20.300,12.266,28.300,19.800,11.941,28.000,29.570,29.653,13.833,32.800,77.000
4-Mar-25 11:30:00,15.100,9.182,28.000,19.500,11.776,28.300,19.800,11.941,28.000,33.049,32.948,14.203,33.300,83.000
4-Mar-25 11:45:00,15.600,9.445,28.000,19.500,11.776,28.300,19.800,11.939,28.000,38.267,36.243,13.827,33.500,83.000
4-Mar-25 12:00:00,15.600,9.447,28.300,19.500,11.776,28.300,19.800,11.939,28.000,40.006,39.538,13.827,33.300,77.000
4-Mar-25 12:15:00,15.400,9.350,28.600,19.500,11.776,28.300,19.800,11.939,28.000,40.006,41.185,13.833,33.000,77.000
4-Mar-25 12:30:00,15.700,9.494,28.600,19.500,11.776,28.300,19.400,11.736,28.000,40.006,41.185,13.927,32.800,80.000
4-Mar-25 12:45:00,15.200,9.233,28.900,18.100,10.885,28.000,19.800,11.941,28.000,38.267,39.538,13.820,32.300,80.000
4-Mar-25 13:00:00,15.200,9.235,28.900,19.600,11.807,28.300,19.500,11.766,28.000,40.006,39.538,14.115,33.000,80.000
4-Mar-25 13:15:00,15.200,9.237,28.900,19.500,11.778,28.300,19.800,11.939,28.000,46.964,44.480,13.807,32.500,
4-Mar-25 13:30:00,15.800,9.564,29.200,19.500,11.778,28.300,19.300,11.648,28.000,53.921,51.069,13.813,32.300,
