Time,SM1_5cm Vol %,RDP1_5cm,ST1_5cm deg C,SM2_15cm Vol %,RDP2_15cm,ST2_15cm deg C,SM3_50cm Vol %,RDP3_50cm,ST3_50cm deg C,HFP01_W/m2,HFP02_W/m2,System Voltage,System Temp,Modem Signal
13-Mar-25 9:00:00,14.400,8.804,28.000,18.900,11.413,29.200,19.000,11.489,28.900,-1.739,-4.942,14.257,25.000,80.000
13-Mar-25 9:15:00,14.400,8.804,28.000,18.800,11.328,29.200,19.000,11.489,28.900,1.739,-1.647,13.760,27.000,
13-Mar-25 9:30:00,14.400,8.804,28.000,19.300,11.656,29.200,19.600,11.866,28.900,6.958,3.295,13.760,29.000,
13-Mar-25 9:45:00,14.700,8.939,28.000,19.100,11.509,29.200,19.400,11.694,28.900,13.915,8.237,13.753,30.300,
13-Mar-25 10:00:00,14.400,8.805,28.000,18.800,11.326,29.200,19.000,11.489,28.900,17.394,14.827,13.773,31.000,80.000
13-Mar-25 10:15:00,14.300,8.709,28.000,18.800,11.324,28.900,19.600,11.866,28.900,20.873,21.416,14.626,32.000,
13-Mar-25 10:30:00,14.500,8.847,28.300,19.300,11.656,28.900,19.000,11.489,28.900,27.830,26.358,13.766,32.300,
13-Mar-25 10:45:00,14.300,8.711,28.300,18.800,11.324,28.900,19.600,11.866,28.900,33.049,31.301,13.773,32.300,
13-Mar-25 11:00:00,14.300,8.712,28.300,18.600,11.196,28.900,19.600,11.866,28.900,33.049,34.595,13.813,31.800,74.000
13-Mar-25 11:15:00,14.600,8.866,28.600,18.800,11.324,28.900,19.600,11.866,28.900,33.049,34.595,13.766,32.300,80.000
13-Mar-25 11:30:00,14.800,8.980,28.600,19.000,11.478,28.900,19.600,11.866,28.900,34.788,36.243,13.780,32.800,80.000
13-Mar-25 11:45:00,14.400,8.773,28.900,18.800,11.324,28.900,19.000,11.489,28.900,38.267,37.890,13.800,33.300,80.000
13-Mar-25 12:00:00,14.400,8.775,28.900,18.800,11.324,28.900,19.600,11.866,28.900,41.746,41.185,13.786,33.000,80.000
13-Mar-25 12:15:00,14.600,8.897,29.200,18.800,11.324,28.900,19.000,11.489,28.900,45.224,44.480,13.820,33.000,77.000
13-Mar-25 12:30:00,14.600,8.898,29.200,19.000,11.479,28.900,19.300,11.635,28.900,52.182,49.422,14.142,33.800,80.000
13-Mar-25 12:45:00,14.900,9.070,29.500,18.800,11.324,28.900,19.900,12.035,28.900,59.140,57.659,13.773,33.800,83.000
