Time,SM1_5cm Vol %,RDP1_5cm,ST1_5cm deg C,SM2_15cm Vol %,RDP2_15cm,ST2_15cm deg C,SM3_50cm Vol %,RDP3_50cm,ST3_50cm deg C,HFP01_W/m2,HFP02_W/m2,System Voltage,System Temp,Modem Signal
11-Feb-25 9:00:00,18.600,11.212,22.800,21.100,12.828,24.400,20.400,12.318,25.400,-12.175,-14.826,13.780,22.200,87.000
11-Feb-25 9:15:00,18.300,11.050,22.800,21.100,12.828,24.400,20.400,12.318,25.400,-8.697,-11.531,13.854,24.200,
11-Feb-25 9:30:00,18.600,11.212,23.300,20.900,12.667,24.400,20.400,12.318,25.400,-3.478,-8.237,13.766,26.000,
11-Feb-25 9:45:00,18.600,11.210,22.800,20.600,12.471,24.400,20.400,12.318,25.400,0.000,-4.942,13.793,26.700,
11-Feb-25 10:00:00,18.600,11.212,23.000,20.600,12.469,24.400,20.400,12.318,25.400,5.218,-1.647,13.793,28.000,87.000
11-Feb-25 10:15:00,18.600,11.212,22.800,20.800,12.633,24.200,19.400,11.686,25.400,10.436,4.942,13.800,28.500,
11-Feb-25 10:30:00,18.600,11.212,23.000,20.600,12.469,24.200,20.400,12.318,25.400,19.133,13.179,13.807,29.000,
11-Feb-25 10:45:00,18.600,11.214,23.000,21.100,12.790,24.200,19.700,11.931,25.400,26.091,21.416,13.833,29.000,
11-Feb-25 11:00:00,18.400,11.108,23.000,20.600,12.467,24.200,20.400,12.318,25.400,34.788,28.006,13.807,29.000,80.000
11-Feb-25 11:15:00,18.400,11.113,23.500,19.500,11.804,23.000,20.400,12.318,25.400,41.746,36.243,13.927,30.300,77.000
11-Feb-25 11:30:00,18.600,11.223,23.300,19.900,12.010,23.700,20.400,12.318,25.400,48.703,41.185,13.840,31.000,80.000
11-Feb-25 11:45:00,18.500,11.142,23.500,20.800,12.598,24.200,20.300,12.252,25.400,53.921,47.775,14.075,31.800,80.000
11-Feb-25 12:00:00,18.200,10.958,23.700,20.600,12.467,24.200,19.600,11.867,25.400,60.879,54.364,13.833,31.500,77.000
11-Feb-25 12:15:00,18.700,11.305,23.700,21.400,13.010,24.200,20.400,12.318,25.400,64.358,59.306,13.840,31.500,80.000
11-Feb-25 12:30:00,18.500,11.150,23.900,20.600,12.467,24.200,20.400,12.318,25.600,69.576,62.601,13.867,31.000,83.000
11-Feb-25 12:45:00,18.600,11.204,24.200,20.600,12.467,24.200,20.400,12.318,25.400,73.055,67.543,13.860,30.800,80.000
11-Feb-25 13:00:00,18.400,11.096,24.400,20.600,12.469,24.200,19.700,11.931,25.400,74.794,70.838,13.867,30.500,83.000
11-Feb-25 13:15:00,18.700,11.289,24.700,20.600,12.469,24.200,20.400,12.318,25.400,76.534,74.133,13.854,29.800,
11-Feb-25 13:30:00,18.500,11.129,24.900,20.600,12.471,24.400,20.300,12.286,25.400,76.534,77.428,13.854,29.500,
11-Feb-25 13:45:00,18.600,11.187,25.100,20.600,12.473,24.400,20.900,12.659,25.400,76.534,79.075,14.257,29.800,
11-Feb-25 14:00:00,19.100,11.493,25.400,21.100,12.828,24.400,20.400,12.318,25.400,76.534,80.723,13.867,29.800,80.000
11-Feb-25 14:15:00,19.100,11.491,25.600,20.700,12.540,24.400,20.400,12.318,25.600,74.794,82.370,14.062,30.300,
11-Feb-25 14:30:00,18.900,11.386,25.600,20.700,12.541,24.700,20.400,12.318,25.400,73.055,84.017,13.860,30.500,
11-Feb-25 14:45:00,18.900,11.389,25.900,21.200,12.901,24.700,20.400,12.318,25.400,71.315,84.017,13.860,30.500,
11-Feb-25 15:00:00,18.700,11.280,25.900,21.000,12.709,24.700,20.400,12.318,25.400,67.837,82.370,13.854,30.800,77.000
11-Feb-25 15:15:00,18.700,11.283,26.200,20.800,12.579,24.900,20.400,12.318,25.400,62.618,79.075,13.854,31.300,
11-Feb-25 15:30:00,19.000,11.478,26.400,21.100,12.779,24.900,20.400,12.318,25.400,59.140,75.780,13.867,31.800,
11-Feb-25 15:45:00,19.000,11.483,26.700,20.800,12.583,24.900,20.400,12.318,25.400,53.921,72.486,13.860,32.000,
11-Feb-25 16:00:00,18.700,11.259,26.700,21.100,12.782,25.100,20.400,12.318,25.400,46.964,69.191,13.854,32.500,77.000
11-Feb-25 16:15:00,18.900,11.375,26.900,21.100,12.784,25.400,20.400,12.318,25.400,41.746,65.896,13.860,32.800,
11-Feb-25 16:30:00,19.400,11.681,27.200,21.100,12.786,25.400,19.700,11.931,25.400,36.527,60.954,13.854,32.800,
11-Feb-25 16:45:00,19.400,11.683,27.200,20.900,12.657,25.400,20.400,12.318,25.400,33.049,57.659,14.142,33.000,
11-Feb-25 17:00:00,19.200,11.575,27.200,20.900,12.659,25.400,20.400,12.318,25.400,27.830,52.717,13.847,32.500,67.000
11-Feb-25 17:15:00,19.200,11.576,27.500,21.400,13.020,25.600,19.700,11.931,25.400,24.352,46.127,13.833,32.000,
